mq2,mq7,mq135,temp,acc,jerk,noMove,label
591.0867627873766,241.38649987722755,387.7579123866566,37.770653661854816,1.3595266369581926,0.7206492052134269,1,0
429.7394788480996,588.5552011942038,692.7329185510595,36.97384547912666,2.7327444051122782,0.5276957555379287,1,2
307.04719694745467,302.69605545443176,403.6929633091805,36.13320823141887,1.3128414054393311,1.9429166392987767,0,0
419.2782383171452,479.99107541786384,541.2709159019496,55.95179527814263,2.0340703132847793,1.1170618568677475,0,1
660.9003976799058,665.3606627401741,713.0070761432806,50.90347273507483,4.427196942854031,0.8559611860439591,0,2
217.50362408128967,576.264660906359,329.03200841637545,39.57747102497596,2.892063738603762,0.10730491266674158,0,0
282.8181982901036,678.6621881356024,640.0824637989995,41.71344927529167,2.775649758008461,3.041936471594529,0,1
307.76591102569864,222.19496049388593,261.45158803476147,37.60998440355769,3.4953042006843633,2.5335033006831003,1,1
462.72894543908035,457.9036087247247,754.9220602852396,37.94590342958879,3.4378506005306138,1.184740492831696,0,1
590.9340402170031,539.3252378954096,319.88734638252777,52.52991104982161,1.3729005619511887,1.4259506727070883,0,1
558.3374425299246,211.9981458742523,230.37794950702087,50.821058148526454,2.764298559791168,0.004248431212359127,0,1
674.2439443869396,610.7949175787014,339.17206097542186,31.75368199410739,2.0957850167600127,2.066817803260605,0,1
515.9062511024432,375.9516456397444,623.7156470762252,51.42108354338701,3.962938618041683,0.2834641421913955,0,1
713.3601532337584,308.5280291298311,421.5880105228422,37.18125070571661,1.616023092113981,2.9595284041619663,0,0
597.5800261801091,657.9261873358826,810.5099263193041,27.771941435256196,0.7321067840284143,0.2881625403964135,1,1
514.2290182928612,362.78499087135475,744.3030957481886,34.900171243074695,1.349009765019991,0.47581627499254037,1,1
379.781600370758,454.6141087556001,388.5196729155625,34.643807865481875,3.5909950887090245,2.424789746930386,0,1
100.8790882475933,317.86583593780426,436.8336275978073,38.17079444200318,1.1963125859069226,0.5707717592445742,0,0
315.14739683784035,455.9899696457243,528.4217038144882,52.509802410511725,0.9659628661361702,1.8165030272872407,1,2
377.22134260133123,368.94693915149594,741.0400618666897,51.90134471671436,2.618251919623172,2.634284417379891,0,1
220.8872051445969,227.86925643260685,360.20605474259287,40.823097488581524,1.0784387683225793,2.5708293364166663,0,0
538.7688766531937,415.23330521954665,660.1523458862275,44.34459977958317,3.637484396014073,2.0734020651701206,1,2
689.5217514490787,273.5602548504049,374.92655172455636,43.866956027753254,1.4090994168751338,2.9229721727335183,0,0
215.30259898761466,234.27012454139003,698.0063097885733,35.13050645000367,1.2161378689524445,0.17173369373545144,0,0
364.04587262699874,290.66839616272324,644.7893592723352,47.26541776868293,4.307055329603057,1.1564633731639036,0,1
347.4895344818077,356.9348366628283,300.75695229209094,42.69370677563018,1.9625906670830326,2.7979941246086697,0,0
409.27018188657985,472.212795187041,637.9987155370985,49.08079703126821,1.2804945883384513,1.932031377059634,1,2
597.2930508064865,401.47338311379724,566.7155449663986,36.451300011897146,0.6214061865743115,1.6718681793527421,1,2
260.2722338013645,527.3962291663366,525.1672759099876,53.30516962465646,2.437512548166516,1.6080104849277317,0,1
304.6712290461106,571.2548607730863,432.70379397097065,39.800827691973744,2.3961794525540685,0.6407537582816416,1,0
428.5283322924927,420.4824640132319,521.2442935653205,26.221668074561855,1.8302464649987793,2.3842401564396036,1,2
526.5763624164783,514.036273061548,365.5936079695416,35.564248936685,1.491929789571506,0.7557362818555424,0,0
213.14583836577563,624.898593348041,569.684764027116,45.24984080730145,1.446582106877094,1.8798835753578418,0,1
591.756931320841,110.68051787300422,225.90850308963405,35.87654249039636,1.1415094033534543,0.4699800368068513,1,0
380.00123823683293,348.4766235359997,332.39855123800635,35.02954469076566,4.460479494488715,2.0179146052660824,1,1
391.6899359047884,613.7694341236494,597.9203532232376,31.94538545745742,4.330634794211847,-0.12915446836605976,1,1
627.8094166491736,113.94220460152928,278.02399756746837,28.770890503999784,1.7857196628797283,1.5500147862345375,0,0
564.4366862473968,152.828177472554,365.25672543849157,32.727744944711844,3.849152443709495,0.634479318373891,0,0
163.97856111045547,379.4762382127326,191.9097472544487,28.959655530308115,2.886083703057884,1.8210116271667904,0,0
639.8036468711537,354.2030896270888,510.6945169752617,40.905435037627456,2.6419863949460622,0.38781483549254175,0,1
192.27072671453504,657.3494838542142,559.6982811349346,44.716172093232025,3.395280418921618,0.6250926057460215,0,1
330.8200356713327,433.7062021591797,587.7207429925453,52.70258398478825,1.9682817864574667,0.17348301177568853,0,1
752.9336154147641,622.8869704964328,292.1531864883391,26.479595043407723,2.8499041779911636,0.6817744627120665,1,1
251.561903504593,425.70553140044206,564.5446401368654,42.19929789048144,1.1625301032519144,0.9073386189415827,1,1
602.8270815855268,546.4230698515776,798.840466131483,35.193294702067206,2.1889724941401663,2.6064994428539117,1,2
336.4870313217608,461.440637330932,825.325290969242,44.809329432238435,1.1332444287385732,1.0133418333833395,1,1
432.9054238819674,604.0260714601806,680.0681273244236,47.93409432508755,1.1850492948036848,1.8699314059447034,1,2
676.2907131732204,492.4422506724758,287.67213760372914,50.41510746719884,2.1684826809720117,0.08828085184350315,0,1
471.31394757816855,488.5534452299781,187.96844370666997,43.25028334838987,1.6643668057780108,0.7937914777416603,0,0
268.6142468835216,247.68577020584507,662.9879234110036,38.83530290154366,2.8167025383466897,1.940289510706179,1,1
593.3790321331273,239.68939321460695,548.9964253167087,35.61554094469684,4.577159637313334,1.2763904807222286,0,1
566.7882688902234,266.1042203955095,630.1647085592153,51.54235322002425,4.120353265330134,-0.17857280744249165,1,2
465.93667129459874,568.0415381816332,386.7543716140149,37.1423019018874,1.639132751225817,0.5173203556320284,1,1
631.5696690854144,292.5843904689798,402.38642797446727,52.23524354040115,1.8750045717282464,2.4311370924101743,1,1
168.89467891458332,271.82776337151887,707.689158599765,35.84020543309357,2.1868331075939746,0.12253271755084813,1,0
718.6850080128179,284.66320940310453,322.3712871442594,27.33183099007348,3.1592875157448095,2.303679210010044,0,1
513.5041497422304,538.4087775098454,743.2374359712029,32.82935535676769,2.7760554702970053,0.8638213510415633,1,2
316.80203978985344,328.44667078354416,450.768351782707,34.19782049266221,1.8498061881039884,0.7212192302786034,1,0
368.4736000692435,590.4914910556823,691.0126644681615,44.26935248648431,0.5385258845430321,2.004671077437764,1,1
397.77834574351164,685.5015569529576,792.9710444648134,43.43663914395064,2.5249251603263767,1.3102497847315393,1,1
662.3567468695954,304.0763327198099,165.97737396484808,31.994809121135123,2.277255947553536,-0.1517782259270246,0,0
327.4024302320297,241.49386225408145,667.7429584561974,30.341571322020776,2.359339563765615,1.4284785742122987,0,0
227.4870374333055,438.8509067610302,788.0865774639843,35.584272653667384,1.4520479076410295,2.1514576586012573,1,1
624.4974376449596,396.74646070637596,478.3866668035979,54.31876113966505,2.592559979866889,0.9870347089415824,0,1
652.5008402515992,659.6677367469867,612.6009790847787,50.929259176448646,2.3574582504430652,2.7271840296506986,0,2
441.4740194178222,661.3737483546875,667.1842432820679,46.77832559068477,1.068340261009728,-0.15718084209513794,1,2
584.0451697293574,362.5408463366472,291.5548412172815,34.79135462417948,3.586152995152915,2.533690806158626,1,1
476.4861557367983,594.1911394838726,813.7264217493411,26.700301351519958,1.8395071559893985,1.5802505695214923,1,2
263.1694549984395,382.5908971561996,514.9508238789956,41.98320153805631,3.33731570181886,2.132706722915842,1,1
478.5758846107708,214.50928044808492,377.37656766650986,41.079395079519486,2.2734385106419652,1.9872278581094989,1,1
